id,sentence,topic,sentiment
9550,"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm .",3,0
9551,"cô wzjwz221 rất nhiệt tình trong giờ thực hành , tận tâm , sẵn sàng giúp đỡ tìm lỗi sai và chỉ cách khắc phục .",0,2
9552,thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao .,1,0
9553,đôi khi giảng hơi nhanh !,0,0
9554,"thầy giảng dạy rất nhiệt tình , dễ hiểu .",0,2
9555,"giáo viên nhiệt tình , dạy dễ hiểu .",0,2
9556,giảng viên dạy hay và tâm huyết .,0,2
9557,cô dạy rất nhiệt tình và giảng bài thực hành dễ hiểu .,0,2
9558,thầy wzjwz227 dạy rất hay và cực kỳ dễ hiểu .,0,2
9559,rất tận tình .,0,2
9560,"đề thực hành khá hay , cô tạo được sự kết nối giữa giảng viên và sinh viên .",1,2
9561,thầy vui vẻ .,0,2
9562,"còn visual basic em thấy không cần thiết , nên rút ngắn thời gian giảng dạy lại thay vì mất gần nửa học kỳ để giới thiệu khái quát về visual basic .",1,0
9563,"thầy khá giỏi , dạy kỹ và sâu .",0,2
9564,em rất thích học cô .,0,2
9565,"cô xinh , dạy có tâm , thương học sinh .",0,2
9566,nghỉ sinh em bé vui vẻ nha cô .,0,1
9567,"thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu .",0,2
9568,giáo viên hay tới trễ .,0,0
9569,không cần phải mở lớp thực hành với môn học này .,1,0
9570,giảng viên tạo điều kiện làm nhiều bài tập .,0,0
9571,"nên có một số bài thực hành về source code luôn , bỏ mấy bài lý thuyết linh tinh đi .",1,0
9572,"giảng viên dạy tận tình , truyền đạt tốt .",0,2
9573,"cô giáo trẻ trung , hòa nhã với sinh viên .",0,2
9574,thầy dạy thú vị nói chung là ok .,0,2
9575,nhiều bài tập hay .,1,2
9576,"phong cách dạy của thầy làm cho sinh viên thấy gần gũi , tạo cảm giác nắm bắt , hiểu được bài giảng tốt hơn .",0,2
9577,"không thấy giảng viên dạy thực hành buổi nào , lên lớp 2 tiết tâm sự với sinh viên .",1,0
9578,trao đổi bài học tại lớp rất sôi động .,0,2
9579,thầy kể chuyện hay .,0,2
9580,"dạy bằng tiếng anh , giao lưu vui vẻ .",0,2
9581,thầy giảng dạy tận tâm nhiệt tình .,0,2
9582,cô nên tận tâm đi ạ .,0,0
9583,"nếu muốn anh văn trở thành ngôn ngữ thứ hai thì cần phải sử dụng tiếng anh liên tục để nó thắm vào sương tủy , nhưng trường vẫn quá tập trung vào cách dạy theo kiểu phổ thông tức là học chỉ lấy điểm số nên tôi muốn nhà trường hãy tạo một phương pháp là học anh văn là vì giao tiếp chứ đừng vì những bài kiểm tra hay điểm số .",1,0
9584,thầy đi dạy đầy đủ .,0,2
9585,nhưng em có đi học một buổi thực hành trên trường .,3,0
9586,giảng viên khá hòa đồng với sinh viên .,0,2
9587,thêm tiết dạy thực hành .,1,0
9588,rất cảm ơn thầy .,0,2
9589,không thấy không hài lòng về giảng viên .,0,1
9590,đó là điều mà em ngưỡng mộ nhất .,0,1
9591,em học phân tích thiết kế cô wzjwz276 mà .,0,1
9592,giáo viên giảng hay dễ hiểu .,0,2
9593,thầy dạy hơi khó hiểu đối với em .,0,0
9594,"giảng viên nhiệt tình , không lạm dụng slide , thầy cho sinh viên tự thảo luận , làm bài rồi mới sửa .",0,2
9595,"năng nổ , nhiệt tình chỉ bảo .",0,2
9596,hài lòng tất cả .,3,2
9597,"quản lý lớp tốt , truyền đạt hay .",0,2
9598,luôn tạo cảm giác hứng thú học cho sinh viên để tiếp thu bài .,0,2
9599,"vui vẻ , biết lắng nghe ý kiến của sinh viên .",0,2
9600,"giảng viên nghỉ phải thông báo cho sinh viên trước , vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên , bắt sinh viên phải chờ rồi ra về thường xuyên .",0,0
9601,giảng viên hướng dẫn tận tình chu đáo .,0,2
9602,quá nhiều trò .,1,0
9603,đảm bảo đủ giờ lên lớp .,0,2
9604,nhiều bài tập .,1,0
9605,"giảng dễ hiểu , cung cấp tài liệu học tập đầy đủ .",0,2
9606,nên đi sâu hơn vào nhưng vấn đề quan trọng và tránh đi quá sâu vào những vấn đề cơ bản và quen thuộc .,0,0
9607,rất nhiệt tình và có trách nhiệm .,0,2
9608,thầy tận tụy với sinh viên .,0,2
9609,"giảng viên nhiệt tình , bám sát thực tế .",0,2
9610,thầy dạy tóm ý chính giúp em nắm bài dễ hơn .,0,2
9611,"ngược lại , giảng viên thực hành chấm đồ án lại yêu cầu đồ án phải có liên hệ thực tiễn để đạt điểm tối đa .",0,0
9612,thầy thực sự rất chuyên tâm trong giảng dạy và những bài giảng thực sự dễ hiểu .,0,2
9613,cám ơn thầy fraction cô rất nhiều .,0,2
9614,thầy cho nghỉ quá nhiều .,0,0
9615,em rất hài lòng về phương pháp giảng dạy này .,0,2
9616,nhiệt tình và đưa nhiều ví dụ .,0,2
9617,giảng bài hay !,0,2
9618,mọi thứ đều ổn .,3,1
9619,"tất cả kiến thức đều hướng dẫn tận tình cho sinh viên , không tạo áp lực môn học , điểm số công bằng , vô tư .",0,2
9620,"mặc dù là một môn lý thuyết nhưng thầy giảng bài rất sáng tạo và đổi mới , làm cho sinh viên có hứng thú với môn học .",0,0
9621,trình bày bài giảng một cách khoa học và hợp lý .,0,2
9622,cơ mà hình thức 2 mà dot căn bản tự học thôi .,0,0
9623,"thầy dạy hay và đưa ví dụ rất sát , dễ dàng hiểu bài khi trên lớp .",0,2
9624,thay vì đưa bài ra rồi bảo các bạn nộp kết quả .,1,1
9625,giảng bài rất dễ hiểu .,0,2
9626,em nghĩ nên kết hợp thực hành vào chung một buổi .,1,0
9627,thầy nên hạn chế cho chép .,0,0
9628,hay nhiệt tình .,0,2
9629,lý thuyết và môn thực hành không song song thực hành thường trước lý thuyết .,1,0
9630,"tận tình với sinh viên , dễ hiểu bài .",0,2
9631,"em nghĩ cần có feedback từ phía thầy , hoặc có sự so sánh giữa các bạn trong lớp với nhau .",0,0
9632,mong pđt nếu có thể sắp xếp cho thầy dạy tiếp lớp em những môn thầy có thể dạy được .,0,0
9633,"giáo viên giảng nhanh quá , em chép bài không kịp và không kịp hiểu .",0,0
9634,sắp xếp thời gian nghĩ và dạy bù tốt .,0,2
9635,thầy cho bài tập nhưng không kiểm tra có làm hay không dẫn đến sinh viên hơi lười .,0,0
9636,"giảng viên thân thiện , hoà đồng , tận tình với sinh viên .",0,2
9637,"phân chia nhóm , hoạt động nhóm .",0,1
9638,"cuối cùng , báo cáo đồ án , nhóm mình mà không báo cáo đồ án của mình , mà phải đi báo cáo đồ án của nhóm khác .",3,0
9639,"giảng viên hướng dẫn sinh viên nhiệt tình , giải đáp đầy đủ các thắc mắc .",0,2
9640,đảm bảo giời lên lớp .,0,1
9641,tổ chức các trò chơi để vận dụng các kiến thức vừa học .,1,2
9642,"quản lý như vậy dẫn đến tình trạng "" cha chung không ai khóc "" .",3,0
9643,sự tận tâm .,3,2
9644,cô vui tính .,0,2
9645,"thầy không hiểu nhưng với em thấy buồn cho kết quả của môn học này kết quả không phải là điểm thưa thầy , kết quả mà em muốn được là khả năng nhận thức bản thân qua môn này được thầy giảng dạy .",0,0
9646,"mọi thứ đều tốt , mong thầy chia sẻ thật nhiều kinh nghiệm hơn nữa cho tụi em .",0,2
9647,giải đáp thắc mắc kịp thời .,0,2
9648,chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .,0,2
9649,"cô vui tính , nhiệt tình .",0,2
9650,hay gợi những thực tế vào bài học .,0,2
9651,lên lớp đầy đủ .,0,2
9652,giảng viên rất tận tình !,0,2
9653,"đúng giờ , dạy dễ hiểu .",0,2
9654,có tâm huyết với lớp và chương trình học .,0,2
9655,nhiều bài giảng hơn .,0,0
9656,trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,0,0
9657,"ra đề thi giữa kỳ không đúng với nội dung dặn trước dặn ko có "" vertical fragmentation "" mà thi vẫn có 1 câu chiếm khoảng 40% số điểm , có lẽ người ra đề với thầy dạy khác nhau và không thống nhất .",1,0
9658,cô giảng dạy chi tiết trong quá trình học .,0,2
9659,tìa liệu hướng dẫn thực hành nên cụ thể hơn đối với những lab khó .,1,0
9660,giáo viên không cho đồ án môn học .,0,0
9661,"nói tiếng anh rất hay , tận tình với học sinh .",0,2
9662,giáo viên sử dụng giờ trên lớp hiệu quả .,0,2
9663,thầy rất nhiệt tình và tâm huyết .,0,2
9664,"cô lắng nghe ý kiến của sinh viên , hướng dẫn nhẹ nhàng , tận tình !",0,2
9665,cần tăng thêm số lượng thiết bị thực hành .,2,0
9666,"thiết bị phòng học z còn nhiều trục trặc , đặc biệt máy chiếu chưa có độ phân giải đủ để học , thường xảy ra trục trặc .",2,0
9667,giảng viên không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng ( không có thông báo nghỉ trên daadotuitdotedudotvn ) .,0,0
9668,cô dạy tốt colonlove .,0,2
9669,"học thực hành , kiến thức thì nhiều , mà thời gian học chỉ có hai tiết , em mong nhà trường tăng tiết thực hành lên thành 3 tiết cho một tuần ạ .",1,0
9670,"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên .",1,0
9671,"quá ô nhiễm tiếng ồn , mệt mỏi và chán học !",2,0
9672,"môn nhập môn quản trị doanh nghiệp thầy wzjwz111 dạy thường xuyên nghỉ học , lại không có thông báo trước .",0,0
9673,cô lấy ví dụ thực tế thì đừng có liên quan nhiều quá đến quan điểm cá nhân ghen ăn tức ở của cô với người khác như ví dụ cô nói một người đại gia bỏ tiền tỷ tổ chức sinh nhật cho vợ họ thay vì đi làm từ thiện hay các thứ khác .,0,0
9674,"thực hành hình thức 2 tỏ ra kém hiệu quả , chủ yếu cho cái đồ án môn học rồi sinh viên tự mày mò mà làm , thời gian để sinh viên và giáo viên tương tác không có vì một hai buổi gặp sinh viên không thể giúp sinh viên được nhiều , vì đồ án chỉ tập trung vào một chủ đề nào đó trong môn học nên tổng quan lại là sinh viên chỉ nắm được kiến thức phần được làm , không nắm được các nội dung khác trong nội dung học .",1,0
9675,"nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học cần nâng cấp hệ thống wifi vì khi vào phòng thực hành , wifi không sử dụng được , sinh viên buộc phải ra bên ngoài để làm bài .",2,0
9676,buổi dạy của thầy hay bị gián đoạn .,0,0
9677,cô dạy lý thuyết rất dễ hiểu .,0,2
9678,cho điểm rẻ .,1,0
9679,"nhiệt tình , vui tính !",0,2
9680,khi sinh viên hỏi phải có câu trả lời chính xác không được bỏ qua những câu hỏi của sinh viên .,0,0
9681,học thực hành nhiều hơn .,1,0
9682,nên có nhiều ví dụ hơn và trình bày nhiều hơn .,1,0
9683,dạy chi tiết .,0,2
9684,chỉ vì môn game mà em học hai lần mà không qua quả thật em rất không hài lòng vì những lý do vô cùng thiếu chuyên nghiệp như thế này .,1,0
9685,"tận tâm , dễ hiểu .",0,2
9686,thầy nghỉ quá nhiều tiết và chỉ dạy những thứ mà sinh viên đã biết rồi hoặc đã có trong slide .,0,0
9687,"thầy dạy hay , dễ hiểu , kiến thức ngoài lề rất bổ ích .",0,2
9688,"dạy dễ hiểu , cuốn hút .",0,2
9689,thầy giảng dạy hay và dễ hiểu .,0,2
9690,dạy tận tình .,0,2
9691,"và cũng có rất nhiều lần , khi sinh viên nghỉ học các môn học vào thứ 7 để đi học môn này thì giảng viên lại tự ý nghỉ mà không thông báo .",0,0
9692,"lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi .",3,0
9693,"mỗi tháng chỉ gặp giảng viên một lần rất khó cho việc học hỏi , hướng dẫn từ giáo viên .",0,0
9694,"giảng dễ hiểu , nhiệt tình .",0,2
9695,"quá trình giảng dạy luôn lấy ví dụ từ thực tiễn , hài hước tạo nên hứng thú cho sinh viên !",0,2
9696,"thầy tận tâm , luôn tạo động lực để học sinh làm bài , nhiệt tình giảng dạy .",0,2
9697,giáo viên tổ chức hoạt động theo nhóm .,0,0
9698,tuy năm 3 - 4 nhưng nhiều bạn vẫn chưa biết cách báo cáo đồ án như thế nào là hợp lý và hiệu quả nhất .,3,0
9699,giảng viên có nhiều phương pháp giảng hay .,0,2
9700,"tên môn học là seminar các vấn đề hiện đại của công nghệ phần mềm , nhưng phần seminar của mỗi nhóm là trình bày các vấn đề của các phần mềm trong lịch sử , thời trước .",1,0
9701,nên cho bài tập làm thêm .,0,0
9702,"giáo viên dạy tâm huyết , có các hoạt động bổ ích liên quan tới môn học .",0,2
9703,lý do doubledot tới ngày thi ngồi ngay 2 máy hư .,2,0
9704,"cô nên cho nhiều ví dụ hơn , giảng bài chậm hơn ạ !",0,0
9705,nên tăng cường thời gian tiếp xúc các thiết bị thực tế .,1,0
9706,"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",2,0
9707,thầy rất hòa đồng .,0,2
9708,"đề nghị bỏ phần thì lý thuyết vào cuối kỳ , chỉ lấy 2 cột điểm seminar giữa kỳ và đồ án cuối kỳ .",1,0
9709,"cô chỉ cho bài tập về nhà kêu làm và nộp , không giải thích gì thêm .",0,0
9710,giáo viên giảng dạy dễ hiểu .,0,2
9711,cần những giờ học sôi động hơn không học thuật quá nhiều .,1,0
9712,thầy ít giảng nội dung lý thuyết trên lớp .,0,0
9713,thầy nhiệt tình giảng dạy giúp sinh viên hiểu bài tối đa .,0,2
9714,giáo viên lý thuyết chưa lên lớp thì lớp thực hành đã dạy trước 2 bài khiến em không theo kịp .,0,0
9715,đề kiểm tra quá dễ .,1,0
9716,nói hơi nhiều .,0,0
9717,"thầy giáo tích cực , tâm lý .",0,2
9718,"sửa bài tập chi tiết , kỹ càng , đặt ra nhiều vấn đề hay .",0,2
9719,đa phần bài thực hành đã được làm từ những bài tập về nhà của thầy x .,0,1
9720,"giảng viên cho làm bài tập thích hợp , dễ hiểu .",0,2
9721,"cô dạy nhiệt tình , thường xuyên chia sẻ bài trên website môn học .",0,2
9722,thầy dạy rất tốt và trả lời các câu hỏi của sinh viên rất nhanh và chính xác .,0,2
9723,nhiều lúc dạy hơi nhanh .,0,0
9724,"môn học khá nặng và có nhiều phần rất khó hiểu , thời gian phân bố các chương cần có sự thay đổi cho phù hợp , một số phần khá khó nhưng chỉ học trong vòng vài tiết làm sinh viên rất khó hiểu .",1,0
9725,"giảng viên cần hạn chế việc bỏ lớp trong giờ học , hạn chế tới mức tối đa việc nghe điện thoại trong khi lên lớp và cần chú tâm hơn khi đang giảng dạy , giờ nào việc đó !",0,0
9726,"phòng thực hành cơ bản của trường còn quá kém , vậy tăng học phí đầu năm để làm gì .",2,0
9727,dạy nhiều kiến thức ngoài hữu ích .,0,2
9728,giảng viên dạy lý thuyết nên dạy thực hành để giúp sinh viên làm rõ những kiến thức trong lý thuyết .,0,0
9729,thầy thường vắng và thay vào đó là dạy bù .,0,0
9730,thầy dạy tâm huyết .,0,2
9731,"dạy nhanh , sửa bài tập còn sai sót .",0,0
9732,thầy rất đúng giờ giấc .,0,2
9733,học gần công trình thì công thật không thể chịu nổi .,2,0
9734,tốc độ dạy khá nhanh khiến việc tiếp thu không hiệu quả .,0,0
9735,thầy vui lòng soạn slide bài giảng để tụi em có thể ôn bài ở nhà .,0,0
9736,giảng dạy còn một số chỗ hơi khó hiểu .,0,0
9737,"giảng viên nhiệt tình , đến lớp đúng giờ .",0,2
9738,"thầy rất sôi nổi trong giảng dạy , em rất thích phong cách dạy của thầy .",0,2
9739,làm mất tinh thần khi nộp bài .,0,0
9740,thầy truyền cảm hứng học cho các em cũng như sự chân thành truyền đạt của thầy thật quý báu .,0,2
9741,lan man và hơi khó hiểu .,0,0
9742,thầy chỉ làm việc của thầy .,0,0
9743,"giáo viên hướng dẫn phần giao tiếp gượng ép thiếu tự nhiên , hay đánh vào đầu học sinh .",0,0
9744,thầy wzjwz277 vui tính .,0,2
9745,khả năng truyền đạt của giảng viên chưa hiệu quả và có phần khó hiểu .,0,0
9746,giảng viên nhiệt tình và công tâm .,0,2
9747,"thầy dạy rất tận tình , chỉ dạy kỹ càng từng học sinh .",0,2
9748,chúng em đã nghỉ khoảng 4 tuần như thế .,3,1
9749,dạy không liên quan .,0,0
9750,dạy rất sát với giáo trình của trường đưa ra .,0,2
9751,nộp deadline bất chợt .,0,0
9752,"ngoài dễ tính và vui vẻ ra , thì cô dạy khá nhàm chán , thường xuyên cho nghỉ và phải học bù quá nhiều .",0,0
9753,"em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ , vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt .",0,0
9754,thầy nên hướng dẫn bài tập nhiều hơn và nên giải các bài khó .,0,0
9755,"có một nhóm seminar và mỗi tuần có một nhóm thực hiện thuyết trình , bên cạnh đó khoảng 2 - 3 tuần đầu học kỳ là giáo viên nghỉ dạy , thế nên hầu như là tuần nào cũng có seminar và cách giảng dạy của giảng viên là như trên .",0,0
9756,cô cũng rất thân thiện và gần gũi với sinh viên .,0,2
9757,giảng dạy cặn kẽ dễ hiểu .,0,2
9758,"cô dễ thương , nhí nhảnh , truyền đạt dễ hiểu thấu hiểu tâm lý sinh viên colonsmile .",0,2
9759,giảng bài tập nhiệt tình .,0,2
9760,viết quá nhiều ví dụ trùng lặp ( dạng ) với nhau .,0,0
9761,"cần có các buổi thực hành trên phòng lab để sinh viên tiếp cận thực tế với các thiết bị mạng , áp dụng kiến thức về lý thuyết đã học để thực hành .",0,0
9762,môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,1,0
9763,giáo viên rất nhiệt huyết .,0,2
9764,cô phát âm chưa chuẩn .,1,0
9765,áp dụng thực tiễn cao !,1,2
9766,"cô nhiệt tình , lớp sinh động , truyền đạt kiến thức tốt .",0,2
9767,đọc slide có thể hiểu nội dung nhưng sau khi thầy giảng lại thì không hiểu tí gì hết .,0,0
9768,"thầy giảng rất hay , nhiệt tình , rất dễ hiểu .",0,2
9769,"giờ học sinh động , vui vẻ .",0,2
9770,giảng viên có tâm và có tinh thần giảng dạy .,0,2
9771,giảng viên dạy kỹ .,0,2
9772,"cô rất tận tâm , nhiệt tình với sinh viên .",0,2
9773,em tiếp thu chậm .,0,0
9774,"nội dung không sâu , sơ sài .",1,0
9775,"thầy dạy nhiệt tình , vui tính , tận tâm !",0,2
9776,"theo em , chất lượng học ở trung tâm itp rất tốt nhưng chương trình em học nó lại ngắn hơn so với chương trình thì rất ít xấp xỉ 1 - 3 so với học bên ngoài đồng nghĩa với việc phải học một buổi chỉ được 2 tiếng rưỡi mà có khi em phải học 3 chương nên rất khó tiếp thu .",1,0
9777,"thầy dạy tốt , thầy có cách để cho sinh viên chủ động làm bài tập về nhà .",0,2
9778,đôi lúc giảng quá nhanh .,0,0
9779,"giọng nói của thầy truyền cảm , không gây cảm giác buồn ngủ .",0,2
9780,"thầy dạy hay , thầy có kiến thức sâu rộng nhưng lại không lên lớp đủ giờ học , thường xuyên nghỉ học không được báo trước làm sinh viên rất hoang mang , thiếu kiến thức .",0,0
9781,"lúc đầu vào học thì chưa tập trung nội dung học , mất thời gian nhưng về sau đã tập trung việc học hơn .",1,0
9782,"giảng viên giảng dạy nhiệt tình , giải đáp được thắc mắc của sinh viên .",0,2
9783,"cách dạy thoải mái , nhẹ nhàng , nhiệt tình .",0,2
9784,nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .,2,0
9785,"giọng thầy hơi khó nghe , dễ gây buồn ngủ .",0,0
9786,giảng viên hướng dẫn cụ thể .,0,2
9787,"có thêm giảng viên hổ trợ , giúp học dễ dàng và dễ hiểu .",0,2
9788,dạy dở .,0,0
9789,thầy bắt viết nhiều quá .,0,0
9790,sắp xếp thời gian học phù hợp hơn cho cả sinh viên và giảng viên .,1,0
9791,thầy hay cúp tiết .,0,0
9792,"viết đi viết lại nhiều lần nên giờ tóm gọn vài từ thôi doubledot độc đoán , phân biệt đối xử , "" gia trưởng "" , cứng nhắc , lời nói đôi khi phản sư phạm , xúc phạm người nghe .",0,0
9793,"dạy nhiệt tình , thân thiện .",0,2
9794,cô giảng quá nhanh .,0,0
9795,thầy dạy bù vào thời gian không hợp lý .,0,0
9796,giảng viên giảng nhanh .,0,0
9797,"giảng viên nhiệt tình , hướng dẫn tận tâm cho sinh viên .",0,2
9798,"giảng viên cần thay đổi cách dạy , tích cực hơn thay vì chỉ đọc chép .",0,0
9799,"thầy dạy rất dễ hiểu , bài tập nhiều .",0,2
9800,"giảng viên dạy hay , dễ hiểu .",0,2
9801,thầy rất nhiệt tình hướng dẫn sinn viên đặc biệt là sửa lỗi sai hay giải bài tập trên lớp .,0,2
9802,"thầy tận tâm với học sinh , cung cấp tài liệu đầy đủ nhất có thể cho học sinh .",0,2
9803,"thưa , những tài liệu thầy đưa ra đủ để em có thể tự hoàn thành đồ án riêng mình .",0,0
9804,"tận tình , quan tâm , hướng sinh viên có mục tiêu học tập đúng đắn .",0,2
9805,đầy đủ kiến thức .,1,2
9806,"giảng viên nhiệt tình , phương pháp giảng dạy hiệu quả .",0,2
9807,"thầy dạy có tâm , nhiệt tình với sinh viên .",0,2
9808,"thầy cho chép bài ít thôi , tập trung sửa bài được không ạ .",0,0
9809,khả năng truyền đạt dễ hiểu .,0,2
9810,hướng dẫn lớp thực hành để làm bài tốt hơn .,0,2
9811,lên lớp ít .,0,0
9812,"học lý thuyết thầy nhiệt tình giảng , nhưng khả năng truyền đạt chưa cao , sinh viên chú ý nghe thì cũng hiểu bài rất ít .",0,0
9813,"vui tính , cách giảng thu hút .",0,2
9814,đồ án thầy phân tích rất chuyên sâu .,0,2
9815,"có một điều rất bất cập là tiến độ của thực hành đi trước lý thuyết rất nhiều , thực hành đã qua từ rất lâu trong quá trình thực hành thì việc tìm hiều thông tin , tiếp thu rất khó khăn , một thời gian sau , gần hết học kỳ thì lý thuyết mới dạy tới phần đó .",1,0
9816,sự tận tình của thầy .,0,2
9817,bài giảng rất dễ hiểu .,1,2
9818,đôi lúc hơi khó .,0,0
9819,"giảng viên nên giao bài tập nhiều hơn , chia nhóm để làm bài tập , giảng kỹ những vấn đề trọng tâm của môn học , đưa ra phương pháp để học hiệu quả hơn .",0,0
9820,tận tâm và tận tình chỉ dạy của giáo viên .,0,2
9821,"thầy nói chuyện nhỏ quá , hay có người dạy thay nên khó tiếp thu .",0,0
9822,"phòng học được sắp xếp gần nơi thi công wzjwz125 ồn ào , không học được .",2,0
9823,"dạy hơi nhiều , và hơi nhanh .",0,0
9824,thời gian học thoải mái .,1,2
9825,có cho đề mẫu và bài tập để ôn tập .,0,2
9826,"cô giảng bài rất đầy đủ , ngoài các tiết học chính thì cô còn bù cho bọn em vài buổi học để giúp bọn em có thể ổn định kiến thức trước khi thi .",0,2
9827,thầy wzjwz247 đôi lúc nhìn hơi bị bí hiểm em cảm thấy sợ vì điều này .,0,0
9828,nên học ở giảng đường sẽ thuận tiện hơn .,1,0
9829,tương tác tốt với sinh viên ở trên lớp .,0,2
9830,"một số lối giảng còn khó hiểu , thiếu đa dạng và thực tiễn .",0,0
9831,"giảng viên vui vẻ nhiệt tình , truyền đạt tốt .",0,2
9832,"ngồi nhiều , nhìn slide nhiều .",3,0
9833,thực hành không cần phải lên phòng máy nhiều .,1,0
9834,thực hành luôn đi trước lý thuyết .,1,0
9835,"giảng viên thân thiện , truyền đạt nội dung tốt .",0,2
9836,"cô giảng dạy rất chăm chú , tận tình giải đáp thắc mắc của sinh viên .",0,2
9837,thầy chưa giải đáp thật chi tiết thắc mắc của sinh viên .,0,0
9838,giảng viên cần đưa lên các diễn đàn nhiều tài liệu môn học hơn .,0,0
9839,cho bài tập nhiều hơn nữa .,0,0
9840,"cô vui tính , quan tâm tới học sinh .",0,2
9841,"giảng viên nhiệt tình , truyền đạt nhiều kiến thức thực tế .",0,2
9842,phòng học và thiết bị cần được cải thiện .,2,0
9843,"thầy nhiệt tình , truyền đạt kỹ và rõ giúp sinh viên có hứng thú học tập .",0,2
9844,giảng viên dạy nhiệt tình và biết cách giảng cho sinh viên .,0,2
9845,"giảng bài dễ nghe , dễ hiểu , có nhiều ví dụ minh họa .",0,2
9846,"thầy rất nhiệt tình , dạy rất hay , rất quan tâm học sinh .",0,2
9847,sinh viên học xong có thể làm bài kiểm tra tốt nhưng đa số không thể giao tiếp cơ bản bằng tiếng anh .,1,0
9848,cung cấp cho sinh viên nhiều kiến thức thực tiễn .,0,2
9849,"giảng viên tạo hoạt động trong giờ học , giúp sinh viên cải thiện kỹ năng nhóm .",0,2
9850,cô cho thực hành rất nhiều .,0,2
9851,điều em hài lòng nhất đó là thầy với tốc độ phù hợp và rất dễ hiễu .,0,2
9852,rất thích cô .,0,2
9853,cách truyền đạt hay và cuốn hút .,0,2
9854,"cô dạy nhiệt tình , dễ hiểu , dễ thương !",0,2
9855,học được rất nhiều kiến thức từ thầy .,0,2
9856,khiến lớp không có hứng thú học .,0,0
9857,thầy dạy tốt và rất nhiệt tình .,0,2
9858,giảng viên rất gần gũi và giúp đỡ sinh viên .,0,2
9859,thầy nghiêm túc quá .,0,0
9860,dạy khó hiểu quá nhanh .,0,0
9861,"thầy gặp rất nhiều vấn đề về thời gian , số ngày học tuy đủ nhưng rất mất thời gian khi thầy đợi bọn em lên lớp rồi mới chịu nhắn cho nghỉ học , rất tội cho những bạn nhà xa .",0,0
9862,"giảng viên tạo áp lực quá lớn cho sinh viên trong khi đây là môn học đòi hỏi sự năng động , sáng tạo .",0,0
9863,đôi lúc tính tình thầy hơi khó nhai colonbigsmile .,0,0
9864,giảng viên chu đáo .,0,2
9865,tương tác bài tập trên moodle khá tốt .,0,2
9866,cần có sự tương tác giữa giảng viên và sinh viên nhiều hơn .,3,0
9867,lớp thực hành không nên học trước lớp lý thuyết .,1,0
9868,"thầy dạy hay , demo code trực tiếp cho sinh viên dễ hiểu .",0,2
9869,"em nghĩ cần có thêm nhiều tài liệu hướng dẫn giải bài tập , học môn này hơn để sinh viên có thể tự học .",1,0
9870,"phần kiểm tra , thi cử đối với môn này nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .",1,2
9871,"giảng viên hòa đồng , nhiệt huyết , tận tâm .",0,2
9872,cô hơi hiền .,0,2
9873,"mới đầu tiên em nghĩ thầy khó tính gây áp lực cho em , thầy cho làm deadline quá trời mà những lớp khác không có , nhưng đến bây giờ em mới hiểu nhờ thầy em biết được nhiều dạng bài tập hơn , thầy thích hợp dạy môn kiến trúc máy tính , nhưng mà thầy dạy phần cứng hay hơn ấy ạ .",0,2
9874,"giảng dạy nhiệt tình , hướng dẫn chi tiết đến lúc sinh viên hiểu !",0,2
9875,nếu không thì coi như lớp đi toi .,3,0
9876,các bài thực hành cần bám sát theo chương trình lý thuyết .,1,0
9877,cần nhiều bài tập và lời giải chi tiết .,1,0
9878,"giảng viên cần cung cấp tài liệu , slide bài giảng .",0,0
9879,"thầy dạy dễ hiểu , nhiệt tình .",0,2
9880,giáo viên nói tiếng anh còn chưa được tốt .,0,0
9881,"giảng viên nhiệt tình , giảng dễ hiểu .",0,2
9882,"đến lớp muộn 15 phút , ra sớm từ 15 đến 30 phút .",1,0
9883,"thầy rất nhiệt tình , hướng dẫn thực hành kỹ càng .",0,2
